order_id,order_date,region,city,channel,segment,category,subcategory,payment_method,quantity,unit_price,discount_rate,distance_km,weight_kg,promised_delivery_days,actual_delivery_days,returned,customer_satisfaction,shipping_cost,cogs,payment_fee,net_sales,profit,staff_id,customer_id
ORD-GQE21PVO,2025-02-26,Nairobi,Lang'ata,Retail,Consumer,Electronics,Computers,M-Pesa,5,65162.26,0.165,89.2,4.19,3,5,0,3.66,318.99,187707.54,1360.07,272014.69,82628.09,S-LTWMYV,C-58Q9M2SL
ORD-K03E3J4A,2025-12-24,Eldoret,Kapsoya,Online,Consumer,Fashion,Kids,M-Pesa,4,1868.32,0.196,9.3,2.76,4,4,0,4.63,280.27,3378.99,30.06,6011.63,2322.31,,C-J0BZWLCR
ORD-ZXTSZTG1,2025-01-07,Nairobi,Embakasi,Retail,Consumer,Electronics,Smartphones,M-Pesa,2,52946.63,0.27,80.4,2.58,3,6,0,3.61,283.37,54007.76,386.77,77353.43,22675.54,S-VMBOEB,C-15VQCO4J
ORD-UHJCKFG1,2024-12-23,Nakuru,Bahati,Retail,Consumer,GROCERY,Dry Goods,M-Pesa,15,550.43,0.088,32.5,3.8,1,2,0,4.56,166.99,5933.8,37.66,7532.76,1394.3,S-GR0Z79,C-5G29OY6P
ORD-F5BD4T1W,2024-09-28,Kisumu,Milimani,Retail,Consumer,Fashion,Men,M-Pesa,2,3041.68,0.05,4.8,3.07,1,5,0,3.04,88.86,3173.22,28.91,5781.61,2490.63,S-SOHSIQ,C-W00VYPVX
ORD-8AVW7PSS,2024-03-05,Kisumu,Milimani,Retail,Consumer,GROCERY,Dairy,,3,195.41,0.128,23.1,5.0,0,0,0,4.17,151.7,399.39,2.55,510.99,-42.64,S-MSC60U,C-82CJWCDE
ORD-EEW8QQFP,2024-11-28,Mombasa,Nyali,Agent,Consumer,Home & Office,Cleaning,M-Pesa,5,993.94,0.11,32.3,4.48,4,4,0,4.23,490.51,2779.03,22.13,4425.17,1133.5,S-2TJX40,C-E0523GRP
ORD-PYH6IUEE,2024-05-05,Mombasa,Changamwe,Online,Consumer,Grocery,Fresh Produce,M-Pesa,1,215.82,0.093,28.8,3.84,2,3,0,4.62,450.87,157.46,0.98,195.75,-413.56,,C-TL0DMJKY
ORD-GBIR5WX4,2024-08-02,Nakuru,Molo,Retail,Consumer,Home & Office,Cleaning,M-Pesa,3,1007.41,0.214,51.4,7.39,2,0,1,2.1,244.26,1446.78,11.87,2374.39,-684.88,S-CP39DV,C-DJHJ6ZZI
ORD-OO3B56H7,2024-04-28,Kisumu,Kondele,Online,Consumer,Home & Office,Appliances,M-Pesa,1,21525.92,0.216,25.2,4.7,1,1,0,4.26,442.54,10331.43,84.42,16883.17,6024.78,,C-YOUCZ2P8
ORD-9AMB7ON2,2024-10-13,Nakuru,Lanet,Online,Consumer,Grocery,Beverages,M-Pesa,4,138.11,0.272,8.5,3.14,2,2,0,4.63,282.58,312.73,2.01,402.03,-195.29,,C-G76U5OB9
ORD-N3QYD9UF,2024-10-06,Mombasa,Kisauni,Retail,Consumer,Grocery,Dry Goods,M-Pesa,8,542.11,0.259,41.7,2.72,1,4,0,3.53,182.79,2524.86,16.07,3213.01,489.29,S-G1OB78,C-R740C04G
ORD-KHQ40BXU,2024-02-13,Nakuru,Lanet,Retail,Consumer,Grocery,Beverages,M-Pesa,2,136.45,0.069,20.8,5.08,0,1,0,4.7,146.31,205.03,1.27,254.02,-98.59,S-RWKD1T,C-0F40BLJL
ORD-W831II5U,2025-07-06,Mombasa,Changamwe,Retail,Consumer,Grocery,Dry Goods,Cash on Delivery,6,516.33,0.276,47.0,3.84,2,3,0,4.04,205.28,1607.68,0.0,2241.52,428.56,S-H0I7QW,C-E5W2WFFL
ORD-95X0WRZ7,2024-01-13,Nairobi,CBD,Agent,Consumer,Fashion,Footwear,M-Pesa,5,3038.07,0.106,80.8,1.5,2,4,0,3.47,788.69,7967.51,67.87,13574.05,4749.98,S-2C2GC7,C-HVSP8JMY
ORD-IAXHSEDK,2024-03-05,Nairobi,CBD,Online,Consumer,ELECTRONICS,Accessories,M-Pesa,2,3996.13,0.088,29.1,1.15,3,3,0,4.05,393.74,5227.84,36.46,7292.2,1634.16,,C-98BA3KNZ
ORD-UOHV24KM,2025-07-17,Eldoret,Pioneer,Retail,Consumer,Fashion,Kids,M-Pesa,1,2301.75,0.35,26.8,3.12,2,3,0,4.43,146.97,864.48,7.48,1496.13,477.2,S-71BMJM,C-0EH56P9S
ORD-CM8YMLN3,2024-01-11,Mombasa,Nyali,Agent,Consumer,Grocery,Dry Goods,Cash on Delivery,13,444.36,0.12,26.1,3.04,1,1,0,3.98,412.67,3710.02,0.0,5081.36,958.67,S-MPV9RS,C-L78UD8SM
ORD-ZK9DNKWL,2024-06-28,Mombasa,Nyali,Retail,Consumer,Home & Office,Furniture,M-Pesa,1,19533.1,0.115,50.6,7.94,1,1,0,5.0,246.58,11227.4,86.39,17278.08,5717.71,S-IY3HRV,C-71WHH3ZE
ORD-0RBRRLT3,2025-07-18,Nairobi,Westlands,Retail,SME,Building Materials,Paint,M-Pesa,3,1153.73,0.061,14.9,2.61,0,0,0,4.44,111.75,2148.47,16.24,3248.99,972.53,S-EQ30MB,C-VGAFUDRI
ORD-MQMC4ELI,2025-11-23,Kisumu,Kondele,Online,Corporate,Grocery,Dairy,Bank Transfer,16,229.57,0.225,9.1,2.44,3,2,0,3.74,271.64,2256.47,8.54,2846.23,309.58,,C-Y1FM05GM
ORD-TS2JNXPB,2024-11-17,Nakuru,Bahati,Retail,Consumer,Grocery,Beverages,Cash on Delivery,4,162.25,0.315,99.7,3.23,2,3,0,3.98,339.02,373.45,0.0,444.61,-267.86,S-8P30OV,C-QZDH1UTT
ORD-24KVSK4H,2024-02-24,Nakuru,Lanet,Retail,SME,Grocery,Fresh Produce,M-Pesa,2,209.16,0.044,43.3,11.3,1,1,0,4.17,253.04,334.12,2.0,400.09,-189.08,S-SDFLE6,C-GTHAOAY0
ORD-C9O40U5J,2025-08-26,Kisumu,Milimani,Retail,Consumer,Home & Office,Stationery,M-Pesa,5,699.76,0.137,,5.18,0,1,0,,188.65,1937.26,15.09,3018.43,877.43,S-DQVKEV,C-24SD8CHR
ORD-7Q2JG10S,2024-05-13,Mombasa,Changamwe,Online,Corporate,Grocery,Dairy,Bank Transfer,7,157.22,0.334,37.2,6.46,3,4,0,4.09,571.1,584.44,2.2,732.81,-424.92,,C-51EV6059
ORD-6CNUGGZ4,2024-03-06,Nairobi,Westlands,Agent,Consumer,Home & Office,Appliances,M-Pesa,4,21296.78,0.038,34.5,10.64,2,2,0,4.12,642.9,54199.44,409.71,81941.55,26689.5,S-46X91E,C-Z4D500LH
ORD-M9ZOUFEQ,2025-04-29,Eldoret,Pioneer,Retail,Corporate,Fashion,Kids,Bank Transfer,9,2221.04,0.074,10.6,1.79,1,4,0,3.8,93.98,10814.16,55.53,18509.37,7545.7,S-82WP9P,C-HTBPHBMI
ORD-V6U9KC55,2025-08-04,Eldoret,Kapsoya,Retail,Consumer,Electronics,Smartphones,M-Pesa,3,49671.27,0.185,30.0,1.07,2,5,0,2.52,139.56,81063.84,607.49,121497.34,39686.45,S-YXSELR,C-XKHKHQ98
ORD-MRROFORU,2024-03-19,Kisumu,Kondele,Retail,Consumer,Grocery,Dairy,M-Pesa,14,232.69,0.049,9.4,1.69,2,4,0,4.41,90.12,2420.37,15.48,3096.81,570.82,S-SI1XG7,C-E0D2VJQJ
ORD-WG8ZBILU,2025-04-27,Nakuru,Molo,Online,Consumer,Home & Office,Appliances,M-Pesa,3,27963.08,0.105,50.3,5.35,4,4,0,4.44,644.56,45847.11,375.41,75081.4,28214.32,,C-FTXXWA40
ORD-PGDG99S7,2025-04-21,Nakuru,Bahati,Online,Consumer,Building Materials,Cement,M-Pesa,2,1152.06,0.186,33.4,,2,2,0,3.58,469.51,1398.43,9.38,1876.43,-0.89,,C-XHJHG3GR
ORD-1UVLMCMB,2024-12-28,Eldoret,Pioneer,Online,Consumer,Electronics,Smartphones,Cash on Delivery,2,52627.71,0.118,43.4,2.76,1,1,0,4.54,536.01,61247.25,0.0,92834.49,31051.24,,C-9TGXI0DZ
ORD-JYEG50E7,2025-02-16,Kisumu,Milimani,Retail,SME,Grocery,Beverages,M-Pesa,7,174.03,0.071,42.0,3.35,2,2,0,4.12,188.4,893.24,5.66,1131.46,44.17,S-EZOG2J,C-3CWGOK73
ORD-OQADTTA1,2024-03-17,Mombasa,Changamwe,Retail,Consumer,Electronics,TVs,M-Pesa,4,51901.31,0.059,20.0,,0,1,0,4.05,121.06,151864.92,977.13,195426.66,42463.54,S-KXWGZP,C-KAR3O824
ORD-0WAAUR4R,2025-06-29,Eldoret,Pioneer,Online,SME,Grocery,Dairy,Card,10,242.24,0.194,39.6,2.16,1,1,0,4.33,494.21,1504.36,42.93,1951.47,-90.02,,C-TLZ99LZ5
ORD-KZKTPSUW,2024-06-14,Nakuru,Bahati,Retail,Corporate,Electronics,Smartphones,Bank Transfer,7,45459.83,0.049,3.9,3.39,1,1,0,4.85,88.85,214112.97,907.95,302650.7,87540.93,S-NI7XXK,C-ZN0MOGN0
ORD-FHJ8D8YT,2024-09-25,Eldoret,Pioneer,Online,Consumer,Grocery,Dry Goods,M-Pesa,8,626.65,0.343,14.4,1.54,3,5,0,3.2,291.56,2685.8,16.48,3295.66,301.82,,C-KR4AOD12
ORD-09RSUA4G,2024-05-20,Kisumu,Kondele,Retail,Consumer,Grocery,Fresh Produce,Card,3,225.52,0.082,20.2,1.46,2,3,0,4.41,116.86,471.49,13.66,620.9,18.88,S-MBPTAN,C-F9VST98H
ORD-HXDHFJ98,2024-05-18,Mombasa,Nyali,Retail,Consumer,Home & Office,Stationery,M-Pesa,5,669.69,0.294,16.8,4.48,1,2,0,4.24,131.16,1500.93,11.81,2362.63,718.73,S-ACLSY4,C-L4VIMNT2
ORD-HAKRM5BW,2024-11-22,Kisumu,Milimani,Online,Consumer,Electronics,Accessories,Cash on Delivery,2,3109.83,0.157,39.4,1.6,3,8,1,2.06,480.51,3675.41,0.0,5240.83,-2408.44,,C-9RDLXCCO
ORD-8HHWRTPC,2024-01-24,Kisumu,Kondele,Retail,Consumer,Home & Office,Stationery,Card,2,643.6,0.148,119.2,4.21,1,7,0,3.01,397.76,714.74,24.14,1097.3,-39.34,S-0UJK26,C-8K3WX4J6
ORD-0K8VEX0Z,2024-01-01,Nairobi,CBD,Agent,Corporate,Electronics,TVs,M-Pesa,13,63547.51,0.144,9.4,5.76,3,5,0,4.14,347.49,494930.94,3536.62,707323.73,208508.68,S-EH14HJ,C-VFKXQGAV
ORD-EWT5F5BV,2024-12-27,Kisumu,Kondele,Agent,Consumer,Electronics,Computers,M-Pesa,4,74515.65,0.119,,4.69,1,1,0,4.46,505.79,185995.3,1312.33,262465.85,74652.43,S-55PMM9,C-VPBKW7Y5
ORD-DA48TP6P,2025-04-04,Kisumu,Milimani,Retail,Consumer,Grocery,Dairy,M-Pesa,9,247.82,0.057,13.9,3.28,1,3,0,3.75,114.28,1589.29,10.51,2102.64,388.55,S-U3ODE8,C-WS6708TW
ORD-SWIHGG09,2024-06-28,Kisumu,Milimani,Online,SME,Electronics,Smartphones,M-Pesa,2,41103.61,0.186,55.2,2.09,2,2,0,3.85,609.81,47619.78,334.38,66876.71,18312.74,,C-R52Z0HYZ
ORD-8IF4EYCE,2024-07-12,Mombasa,Changamwe,Online,Consumer,Fashion,Footwear,M-Pesa,3,3473.89,0.179,23.9,5.9,3,5,0,3.43,459.47,5098.3,42.8,8559.87,2959.3,,C-DJ0EF698
ORD-XEMV6FP4,2025-01-04,Nairobi,CBD,Online,SME,Grocery,Dairy,Bank Transfer,12,218.21,0.065,8.3,5.38,1,2,0,4.0,330.86,1858.81,7.34,2447.8,250.78,,C-O5H865AF
ORD-V4YW3COG,2024-11-25,Nakuru,Molo,Online,Consumer,Grocery,Dairy,M-Pesa,11,153.61,0.301,23.3,2.11,2,3,0,4.59,370.93,917.24,5.9,1180.77,-113.3,,C-YM1PKSXH
ORD-GE45W3PX,2025-04-23,Eldoret,Pioneer,Agent,Consumer,Grocery,Beverages,Cash on Delivery,4,200.76,0.091,22.4,1.68,1,2,0,,354.69,574.1,0.0,729.71,-199.08,S-CXR21H,C-YP8UJN0L
ORD-7QI48WWF,2024-02-13,Kisumu,Kondele,Online,SME,Electronics,Smartphones,M-Pesa,3,40364.61,0.117,84.0,2.12,3,5,0,3.36,826.92,76083.11,534.4,106879.37,29434.94,,C-58Q9M2SL
ORD-4BNNGIOY,2024-03-22,Nakuru,Lanet,Retail,SME,Building Materials,Tiles,M-Pesa,3,1105.53,0.089,4.2,3.06,2,2,0,4.21,87.23,2152.31,15.1,3020.47,765.84,S-Y1H00J,C-GXWAVSAV
ORD-P1VBYICV,2025-06-10,Kisumu,Kondele,Retail,Consumer,Electronics,Computers,M-Pesa,3,69657.39,0.099,47.1,2.39,2,6,0,2.96,194.63,127323.6,941.48,188295.64,59835.93,S-QJZOD7,C-0HDLL4T2
ORD-RA22GLED,2025-04-19,Mombasa,Changamwe,Online,SME,Fashion,Kids,M-Pesa,3,1999.04,0.219,30.7,2.72,2,2,0,4.76,439.9,2875.78,23.43,4685.31,1346.2,,C-ZXEHAXNT
ORD-ITAHT8FE,2024-07-01,Mombasa,Likoni,Retail,Consumer,Grocery,Dairy,M-Pesa,4,216.41,0.131,43.5,3.96,1,1,0,4.81,197.25,586.74,3.76,751.83,-35.92,S-FYVQTB,C-V91CS96Q
ORD-HYZGXMR2,2024-07-02,Nairobi,Lang'ata,Retail,Consumer,Grocery,Dry Goods,Card,7,477.55,0.047,3.0,0.99,2,2,0,4.77,67.95,2480.09,70.08,3185.65,567.52,S-HTHE8L,C-8UYU7CIK
ORD-YJQLB3UT,2025-12-14,Mombasa,Changamwe,Online,Consumer,Grocery,Beverages,M-Pesa,9,152.92,0.18,20.5,3.76,1,5,0,3.19,386.54,881.58,5.64,1128.0,-145.76,,C-VQFDU5GG
ORD-BSZCZD0T,2024-03-28,Nairobi,Westlands,Online,Consumer,Building Materials,Paint,Cash on Delivery,5,953.87,0.089,57.6,,3,4,0,3.99,689.14,3035.97,0.0,4343.62,618.51,,C-TGZKA7EG
ORD-37Y7THQO,2025-08-27,Mombasa,Likoni,Retail,SME,Grocery,Dairy,M-Pesa,15,234.44,0.088,58.6,1.65,1,3,0,3.99,219.0,2375.52,16.04,3207.47,596.9,S-A0VU8S,C-43E2FCGD
ORD-TKT6EPC7,2024-12-24,Kisumu,Kondele,Retail,Corporate,Grocery,Dry Goods,Card,9,520.03,0.118,8.1,5.38,0,1,0,4.48,115.26,3223.37,90.81,4127.86,698.42,S-3RBE2T,C-QHEW3BJX
ORD-RBB0FNL1,2024-11-25,Mombasa,Likoni,Retail,Consumer,Grocery,Dairy,M-Pesa,11,228.77,0.058,18.2,4.78,0,1,0,3.91,137.15,2004.17,11.85,2370.52,217.35,S-XRIQY6,C-6FGFONOB
ORD-U3SI0688,2025-06-18,Eldoret,Langas,Online,Consumer,Electronics,Accessories,M-Pesa,2,14961.186677511978,0.179,39.8,6.61,4,4,0,3.85,594.03,4472.57,31.17,6234.0,1136.24,,C-BBMIGCXN
ORD-QP2M9MI0,2025-03-13,Kisumu,Kondele,Retail,SME,Electronics,Smartphones,M-Pesa,4,46366.06,0.202,1.0,1.35,1,1,0,,65.53,100522.85,739.79,147957.47,46629.3,S-5ZUF9Z,C-FAOSUJ53
ORD-0X5ZZB8A,2025-05-30,Mombasa,Likoni,Retail,Corporate,Building Materials,Paint,Card,7,1126.5,0.345,42.0,2.56,2,3,0,4.17,182.57,3685.3,113.61,5164.05,1182.57,S-A46KZ6,C-YL885P17
ORD-CI35ZSPA,2024-04-11,Nakuru,Lanet,Online,Consumer,Fashion,Women,M-Pesa,5,4127.37,0.124,1.5,1.76,3,4,0,4.11,200.33,9759.14,90.37,18074.08,8024.24,,C-DS0V4L6X
ORD-IZSGNPRS,2024-11-09,Kisumu,Milimani,Online,SME,Electronics,Accessories,M-Pesa,4,3654.84,0.078,14.6,1.55,4,4,0,4.82,293.79,9030.93,67.36,13472.25,4080.17,,C-SQNQCPDI
ORD-JQTJ7SES,2024-09-07,Mombasa,Kisauni,Retail,SME,Home & Office,Stationery,M-Pesa,3,563.9,0.025,20.9,7.72,1,4,0,4.12,166.91,1037.53,8.25,1649.93,437.24,S-L9BDLD,C-8TT7LWW5
ORD-4B3UMUNA,2024-12-07,Kisumu,Manyatta,Online,SME,Grocery,Beverages,M-Pesa,1,154.83,0.133,41.9,1.56,4,2,0,3.77,498.98,99.87,0.67,134.16,-465.35,,C-DFNRIKQF
ORD-NETQGIRM,2024-10-09,Nakuru,Naivasha,Retail,Consumer,Fashion,Men,M-Pesa,4,2966.7,0.044,6.1,8.86,0,1,0,4.33,136.82,6673.71,56.74,11347.83,4480.56,S-93576W,C-F7IXH1O0
ORD-2TVR4ILI,2024-04-24,Nairobi,Lang'ata,Online,SME,FASHION,Women,M-Pesa,5,3394.68,0.081,36.4,4.78,3,4,0,3.74,528.4,8997.95,77.97,15593.55,5989.23,,C-VCPOMBWM
ORD-T1VBYD5O,2025-06-24,Nairobi,CBD,Online,SME,Fashion,Kids,Cash on Delivery,4,1646.93,0.341,30.5,2.21,3,2,0,4.48,427.3,2412.65,0.0,4339.79,1499.84,,C-L0GEL9VC
ORD-M2INTVXJ,2025-04-26,Mombasa,Kisauni,Online,SME,Home & Office,Furniture,Card,3,22297.63,0.279,36.6,6.98,4,5,0,4.04,578.05,32980.84,1061.03,48228.74,13608.82,,C-M3PJ4Q7T
ORD-K2RK59CI,2025-04-26,Eldoret,Pioneer,Agent,Consumer,Electronics,Accessories,M-Pesa,1,5000.98,0.135,69.4,2.94,4,4,0,4.73,735.31,3119.33,21.63,4326.83,450.55,S-F2VMGH,C-94HUKYKR
ORD-WZYTL8OC,2025-03-08,Mombasa,Kisauni,Retail,SME,Electronics,TVs,M-Pesa,4,72302.58,0.045,34.6,6.94,2,0,0,3.34,196.74,190359.07,1381.02,276204.18,84267.35,S-S3HEBF,C-PPD6GFZH
ORD-DDMIGRS6,2024-11-21,Eldoret,Langas,Retail,Consumer,Fashion,Men,M-Pesa,5,3983.12,0.134,22.2,2.35,2,3,0,3.15,128.74,9785.76,86.27,17253.17,7252.4,S-1VL7X7,C-QV8UFW4M
ORD-988CP07D,2025-11-17,Eldoret,Kapsoya,Retail,Corporate,Home & Office,Furniture,Card,11,28703.59,0.275,18.5,2.41,1,1,0,,119.64,145279.15,5036.66,228938.93,78503.48,S-4A7WIS,C-I6MMIA78
ORD-6G0LI5IH,2024-08-23,Kisumu,Milimani,Retail,Consumer,Home & Office,Furniture,Cash on Delivery,3,18250.19,0.07,17.4,16.71,2,7,0,3.09,226.87,34025.19,0.0,50920.45,16668.39,S-UYK37K,C-8NI5JCL9
ORD-MVCQRGXI,2025-08-08,Eldoret,Langas,Online,Consumer,Electronics,TVs,M-Pesa,5,61233.97,0.103,10.3,1.11,1,4,0,3.32,251.57,196118.17,1373.63,274726.89,76983.52,,C-5KPWQ2XA
ORD-1WGS0FQ9,2024-11-01,Eldoret,Kapsoya,Retail,SME,Fashion,Women,Cash on Delivery,3,3304.73,0.041,9.6,6.19,2,9,0,,125.38,5775.35,0.0,9506.67,3605.94,S-9JY0Q8,C-U5MCK5XD
ORD-ZL9JQHM2,2025-10-04,Kisumu,Kondele,Online,SME,Building Materials,Tiles,M-Pesa,4,1125.61,0.211,28.9,7.29,3,3,0,3.95,527.36,2492.25,17.76,3551.37,514.01,,C-DA0E0MVF
ORD-NNS26X6R,2025-05-12,Eldoret,Langas,Agent,SME,Electronics,TVs,M-Pesa,3,71055.88,0.016,26.6,4.52,4,6,0,4.43,449.21,153354.33,1048.98,209796.3,54943.77,S-E4QO9L,C-3JA1AGVH
ORD-FZFAWXK9,2024-05-12,Nakuru,Bahati,Retail,SME,Grocery,Dry Goods,Bank Transfer,15,423.57,0.017,26.1,11.53,1,2,0,3.51,209.67,4883.84,18.73,6242.54,1130.3,S-AYON3J,C-0IFGL69W
ORD-1B0A6IBN,2024-12-17,Mombasa,Nyali,Agent,Consumer,Building Materials,Tiles,M-Pesa,2,1285.24,0.031,51.4,4.59,4,4,0,4.02,636.75,1791.95,12.45,2490.45,49.29,S-E3KJSW,C-M54N4XQL
ORD-8AMWI4FC,2025-10-19,Nairobi,Embakasi,Online,Consumer,Electronics,Computers,M-Pesa,1,57631.07,0.066,39.0,5.36,4,9,1,1.67,560.3,36846.03,269.05,53810.25,-6383.96,,C-RJN41GND
ORD-V4TEDTLF,2025-06-30,Nakuru,Bahati,Online,Consumer,Electronics,TVs,Cash on Delivery,5,68642.76,0.144,27.6,2.44,2,2,0,4.44,410.4,209013.05,0.0,293886.22,84462.76,,C-T0YUWA5Q
ORD-2E5HT0J5,2025-01-26,Nairobi,Embakasi,Retail,Consumer,Grocery,Fresh Produce,M-Pesa,9,226.7,0.068,20.0,1.22,1,1,0,4.21,114.23,1471.04,9.51,1902.31,307.52,S-TY5M5S,C-IMSFC42R
ORD-LH3279G8,2024-07-07,Nairobi,Embakasi,Retail,SME,Grocery,Dry Goods,M-Pesa,9,414.58,0.128,11.0,2.64,0,0,1,3.51,101.6,2604.57,16.27,3253.55,-2032.58,S-DX9S7P,C-BYMX5RCS
ORD-5LIKETGG,2024-04-15,Mombasa,,Online,SME,Fashion,Women,M-Pesa,5,3131.79,0.18,71.7,5.58,2,2,0,4.74,810.7,7102.38,64.24,12847.26,4869.95,,C-T6GIDQWL
ORD-O1YUS2WF,2025-06-22,Nakuru,Naivasha,Retail,SME,Home & Office,Furniture,Card,4,27929.07,0.182,14.9,3.17,1,1,0,4.79,115.96,58111.33,2011.28,91421.97,31183.4,S-J6GCUQ,C-4W8WMHF4
ORD-R0F1DB6S,2025-12-14,Kisumu,Milimani,Retail,SME,Grocery,Fresh Produce,Cash on Delivery,8,199.24,0.259,15.9,4.76,0,1,0,4.65,130.99,910.56,0.0,1180.52,138.97,S-8MOGAN,C-OOHY5PET
ORD-9Q0RAATF,2025-09-14,Nairobi,Embakasi,Retail,Consumer,Grocery,Dairy,M-Pesa,3,226.24,0.057,29.2,4.18,0,0,0,,161.38,480.48,3.2,640.01,-5.06,S-8EHOVV,C-W75V3XQ2
ORD-PNEAFF3F,2025-03-14,Nairobi,Westlands,Retail,Consumer,GROCERY,Fresh Produce,M-Pesa,13,222.79,0.091,56.5,1.9,1,0,0,3.49,215.39,2124.87,13.16,2632.41,278.99,S-T4UW1Z,C-2U2VDNU2
ORD-WBIDMXUA,2025-03-04,Eldoret,Pioneer,Retail,SME,Electronics,Smartphones,M-Pesa,1,60896.83,0.222,45.7,5.35,1,1,0,4.47,213.72,34548.57,236.76,47352.23,12353.19,S-M41UQW,C-L7RW9KX0
ORD-OKI82PKD,2024-12-28,Kisumu,Milimani,Retail,SME,Electronics,TVs,Cash on Delivery,3,70562.77,0.092,24.5,1.94,0,0,0,4.79,131.65,139299.3,0.0,192160.96,52730.01,S-NWYBAX,C-C77DXPDG
ORD-FJKWFQ5A,2024-09-30,Nairobi,Embakasi,Retail,SME,Grocery,Fresh Produce,M-Pesa,13,232.52,0.116,19.0,3.09,2,2,0,4.66,126.24,2036.74,13.36,2671.13,494.79,S-65D56B,C-CHTMJGX8
ORD-ZUMQB5H3,2024-07-27,Nairobi,Embakasi,Agent,Consumer,Fashion,Footwear,M-Pesa,4,2842.6,0.155,15.8,2.59,2,3,0,3.41,325.5,5776.77,48.06,9612.06,3461.73,S-MKB6P1,C-V62G8K8T
ORD-SAXYQDYR,2025-03-09,Kisumu,Manyatta,Agent,Consumer,Electronics,Computers,M-Pesa,5,76449.13,0.237,41.4,2.35,3,4,0,4.03,512.31,197156.61,1458.22,291644.64,92517.49,S-GADST7,C-AKIXAV5C
ORD-1LT6XFPN,2024-12-03,Mombasa,Changamwe,Retail,Consumer,Fashion,Women,M-Pesa,2,3822.64,0.273,5.9,3.33,1,4,0,2.84,93.67,3537.05,27.81,5561.15,1902.62,S-8Q42VK,C-J6AAYN71
ORD-2JDVJ7IB,2024-06-06,Nairobi,Kasarani,Retail,SME,Grocery,Dry Goods,M-Pesa,9,418.48,0.236,30.5,4.32,0,0,0,4.37,165.9,2191.3,14.38,2875.64,504.06,S-DOESF6,C-2YX832S2
ORD-C95NS8M8,2024-01-06,Mombasa,Changamwe,Agent,Consumer,Grocery,Dairy,,7,161.91,0.09,74.0,4.84,1,1,0,4.38,811.22,766.89,0.0,1031.59,-546.53,S-TMRV8T,C-S7XNO18N
ORD-W0P3STQR,2024-03-22,Kisumu,Kondele,Retail,SME,Home & Office,Furniture,M-Pesa,1,20271.35,0.24,17.1,1.38,1,1,0,4.55,108.03,10113.77,77.03,15405.1,5106.28,S-TUGOJS,C-3520FC83
ORD-4N2NCJFV,2024-04-03,Kisumu,Milimani,Retail,Consumer,Building Materials,Cement,M-Pesa,4,1001.11,0.061,6.7,3.04,2,4,0,3.57,93.55,2864.42,18.79,3758.86,782.1,S-VH73C1,C-XESFH4MO
ORD-QFI88764,2024-04-15,Nairobi,Embakasi,Online,Consumer,Fashion,Kids,M-Pesa,2,2201.04,0.198,11.7,1.32,4,4,0,3.82,266.84,2197.59,17.66,3531.6,1049.51,,C-C5UALG2U
ORD-FY5NYSSQ,2025-10-10,Nairobi,Embakasi,Online,Consumer,Fashion,Men,Bank Transfer,5,3909.68,0.26,12.3,2.54,4,6,0,3.86,298.15,7965.87,43.4,14467.94,6160.51,,C-ID5UC9OW
ORD-XGQ1QANV,2025-09-17,Nairobi,Embakasi,Retail,SME,Electronics,Smartphones,Cash on Delivery,1,56291.4,0.237,12.5,3.21,0,0,0,4.66,110.05,30110.21,0.0,42969.17,12748.91,S-0VF5UO,C-TUMV35VP
ORD-ZKL4GIJ0,2025-06-23,Mombasa,,Agent,SME,Fashion,Women,M-Pesa,5,4181.68,0.128,29.3,2.16,2,2,0,4.32,417.56,10854.9,91.14,18228.64,6865.03,S-VFK4L7,C-94NEBS6G
ORD-KFJCVKSN,2024-03-28,Mombasa,Likoni,Online,SME,Home & Office,Cleaning,M-Pesa,3,1105.76,0.084,65.5,2.36,1,2,0,4.09,692.89,1857.31,15.2,3039.86,474.46,,C-PBYSCA4D
ORD-NG46WPVE,2025-08-22,Mombasa,Nyali,Online,Consumer,Grocery,Fresh Produce,Card,15,283.75,0.132,38.3,6.47,2,2,0,5.0,579.68,2850.68,81.29,3694.88,183.24,,C-6DP0XCGW
ORD-LZS9D465,2024-12-24,Nairobi,Westlands,Online,Consumer,Electronics,Accessories,M-Pesa,1,4355.02,0.126,15.9,4.72,1,1,0,4.55,372.87,2653.79,19.03,3805.31,759.61,,C-67209XXX
ORD-859SA8I9,2025-11-06,Kisumu,Milimani,Online,Consumer,Fashion,Kids,M-Pesa,5,2231.63,0.107,23.4,0.81,1,2,0,3.34,343.55,6197.15,49.81,9961.68,3371.17,,C-4UMM8XPV
ORD-H3H66L59,2025-03-05,Mombasa,Likoni,Online,SME,Home & Office,Appliances,M-Pesa,4,30258.92,0.307,24.7,5.37,4,7,0,2.73,452.98,52496.05,419.53,83906.93,30538.36,,C-CEYGXPS3
ORD-M3NUNCZK,2025-03-31,Nairobi,Kasarani,Retail,SME,Electronics,TVs,Card,1,72434.65,0.164,44.8,6.12,1,7,0,2.37,217.21,40211.66,1332.95,60588.59,18826.77,S-15E1QI,C-YTV7OLZV
ORD-1Y9EJPE1,2025-11-23,Nairobi,CBD,Online,Consumer,Grocery,Dry Goods,M-Pesa,5,534.78,0.156,6.5,4.02,1,2,0,4.15,287.46,1848.03,11.28,2255.9,109.12,,C-63PFT8ML
